geohash,highway_busway,highway_living_street,highway_motorway,highway_motorway_link,highway_primary,highway_primary_link,highway_residential,highway_secondary,highway_secondary_link,highway_tertiary,highway_tertiary_link,highway_trunk,highway_trunk_link,highway_unclassified,oneway_False,oneway_True,bridge_no,bridge_yes,tunnel_building_passage,tunnel_no,tunnel_yes
dr72f6,0,0,0,0,0,0,0,6,0,0,0,8,15,2,4,27,29,2,0,31,0
dr72f7,0,0,0,0,0,0,6,6,1,0,0,0,2,0,10,5,13,2,0,15,0
dr72f8,0,0,0,0,0,0,30,0,0,28,1,2,4,0,58,7,63,2,0,65,0
dr72f9,0,0,0,0,0,0,38,0,0,24,2,1,2,0,62,5,65,2,0,67,0
dr72fb,0,0,0,0,31,5,11,0,0,0,0,6,8,9,22,48,68,2,0,70,0
dr72fd,0,0,0,0,0,0,26,0,0,23,0,0,3,0,44,8,52,0,0,52,0
dr72fm,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,3,0,3,0
dr72fp,0,0,0,0,0,0,36,0,0,4,0,0,0,0,40,0,40,0,0,40,0
dr72fq,0,0,0,0,0,0,44,0,0,15,0,4,13,0,50,26,74,2,0,76,0
dr72fs,0,0,0,0,0,0,46,0,0,4,0,0,0,0,50,0,50,0,0,50,0
dr72fw,0,0,0,0,0,0,40,0,0,18,0,0,0,0,58,0,56,2,0,58,0
dr72fx,0,0,0,0,0,0,0,0,0,2,0,0,0,4,4,2,6,0,0,6,0
dr72g8,0,0,0,0,24,1,62,18,3,4,0,0,0,0,90,22,112,0,0,112,0
dr72gg,0,6,0,0,28,1,122,0,0,2,0,0,0,0,158,1,159,0,0,159,0
dr72gh,0,0,0,0,0,0,86,0,0,0,0,0,0,0,86,0,86,0,0,86,0
dr72gs,0,0,0,0,0,0,112,32,0,10,0,0,0,0,148,6,154,0,0,154,0
dr72gt,0,0,0,0,0,0,35,2,0,43,0,0,0,0,78,2,74,6,0,80,0
dr72gv,0,0,0,0,0,0,99,0,0,30,0,0,0,0,128,1,127,2,0,129,0
dr72h0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,28,2,30,0,0,30,0
dr72h1,0,0,0,0,26,2,61,0,0,5,0,0,0,0,78,16,94,0,0,92,2
dr72h2,0,0,1,1,0,0,3,14,0,4,0,0,0,0,18,5,23,0,0,23,0
dr72h5,0,0,0,0,10,0,29,0,0,8,0,0,0,0,36,11,47,0,0,47,0
dr72h8,0,0,0,0,29,0,24,13,0,8,0,0,0,0,20,54,74,0,0,74,0
dr72h9,0,0,0,0,25,0,31,24,0,16,0,0,0,0,40,56,96,0,0,96,0
dr72hb,0,0,0,0,0,0,0,14,0,0,0,0,0,0,12,2,14,0,0,12,2
dr72hc,0,0,0,0,6,0,7,15,0,0,0,0,0,0,14,14,28,0,0,28,0
dr72hd,0,0,3,4,8,0,20,20,0,14,0,0,0,0,30,39,67,2,0,67,2
dr72he,0,0,0,0,0,0,7,2,1,0,0,0,0,0,0,10,10,0,0,10,0
dr72hf,0,0,0,0,12,0,23,14,0,0,0,0,0,0,22,27,49,0,0,49,0
dr72hg,0,0,0,0,29,1,42,16,0,11,0,0,0,0,36,63,99,0,0,99,0
dr72hh,0,0,0,0,10,1,37,32,0,2,0,0,0,0,76,6,82,0,0,82,0
dr72hj,0,0,0,0,8,0,104,42,1,1,0,0,0,0,128,28,156,0,0,156,0
dr72hk,0,0,0,0,7,6,35,8,0,0,0,0,0,0,14,42,56,0,0,54,2
dr72hm,0,0,0,0,6,0,38,14,1,0,0,0,0,2,56,5,59,2,0,61,0
dr72hn,0,0,0,0,12,0,71,14,0,39,4,0,0,0,94,46,140,0,0,140,0
dr72hr,0,0,0,0,0,0,49,48,1,16,0,0,0,0,100,14,114,0,0,114,0
dr72hu,0,0,0,0,14,0,35,26,6,2,0,0,0,0,30,53,83,0,0,81,2
dr72hv,0,0,0,0,9,4,25,8,4,0,0,0,0,0,28,22,50,0,0,50,0
dr72hw,0,0,0,0,2,0,5,0,0,0,0,0,0,0,6,1,7,0,0,7,0
dr72hx,0,0,0,0,10,0,47,0,0,0,0,0,0,0,50,7,57,0,0,57,0
dr72hy,0,0,0,1,0,0,1,9,2,0,0,0,0,5,4,14,18,0,0,18,0
dr72j0,0,0,0,0,22,0,37,29,0,0,0,0,0,0,6,82,88,0,0,88,0
dr72j1,0,0,0,0,11,0,14,18,0,0,0,0,0,0,4,39,43,0,0,41,2
dr72j2,0,0,1,3,14,0,9,11,2,2,0,0,0,3,8,37,45,0,0,45,0
dr72j3,0,0,0,0,22,0,15,8,0,0,0,0,0,0,4,41,45,0,0,45,0
dr72j4,0,0,0,0,0,0,3,15,0,0,0,0,0,0,2,16,18,0,0,18,0
dr72j5,0,0,0,0,12,0,36,43,0,13,0,0,0,0,42,62,104,0,0,104,0
dr72j6,0,0,0,0,26,0,34,14,0,0,0,0,0,0,4,70,74,0,0,68,6
dr72j7,0,0,0,0,18,0,28,19,0,10,0,0,0,0,10,65,75,0,0,75,0
dr72jc,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,1,2,1,0,3,0
dr72jd,0,0,2,2,7,0,21,0,0,6,0,0,0,0,20,18,38,0,0,38,0
dr72je,0,0,2,11,23,1,19,3,0,0,0,0,0,1,6,54,55,5,0,60,0
dr72jf,0,0,0,12,0,0,0,0,0,15,3,0,0,9,6,33,35,4,0,38,1
dr72jg,0,0,5,2,0,0,1,0,0,4,0,0,0,34,18,28,39,7,0,46,0
dr72jh,0,0,0,0,13,0,55,31,0,17,0,0,0,0,72,44,116,0,0,116,0
dr72jj,0,0,0,0,8,0,41,38,0,8,0,0,0,0,68,27,95,0,0,95,0
dr72jk,0,0,0,0,17,0,34,27,0,0,0,0,0,0,12,66,78,0,0,78,0
dr72jm,0,0,0,0,18,0,35,19,0,4,0,0,0,0,12,64,76,0,0,76,0
dr72jn,0,0,0,0,18,2,32,18,0,12,0,0,0,2,58,26,84,0,0,84,0
dr72jp,0,0,0,2,16,0,34,19,6,4,0,0,0,6,30,57,79,8,0,86,1
dr72jq,0,0,0,0,15,0,37,36,0,12,0,0,0,0,42,58,100,0,0,100,0
dr72jr,0,0,0,0,9,0,22,36,0,30,0,0,0,0,60,37,97,0,0,97,0
dr72js,0,0,2,5,16,6,21,11,0,0,0,0,0,2,10,53,61,2,0,63,0
dr72jt,0,0,1,6,8,0,44,64,4,6,0,0,0,1,50,84,132,2,0,134,0
dr72ju,0,0,4,6,22,1,35,12,0,8,0,0,0,4,50,42,83,9,0,92,0
dr72jw,0,0,2,5,6,0,42,39,2,0,0,0,0,0,42,54,92,4,0,96,0
dr72jy,0,0,0,0,0,0,56,41,2,0,0,0,0,0,58,41,97,2,0,99,0
dr72jz,0,0,0,0,4,0,39,2,0,0,0,0,0,0,18,27,39,6,0,45,0
dr72k0,0,0,0,0,18,0,114,0,0,12,0,0,0,0,142,2,144,0,0,144,0
dr72k2,0,0,0,0,0,0,68,24,0,0,0,0,0,0,62,30,92,0,0,92,0
dr72k8,0,0,0,0,12,1,76,14,2,0,0,0,0,0,82,23,105,0,0,105,0
dr72ke,0,0,0,0,18,0,68,15,0,0,0,0,0,0,44,57,101,0,0,101,0
dr72kg,0,0,0,0,26,0,41,0,0,1,0,0,0,0,66,2,68,0,0,68,0
dr72kh,0,0,0,0,14,0,90,22,0,0,0,0,0,0,108,18,126,0,0,126,0
dr72kq,0,0,0,0,0,0,84,34,0,10,0,0,0,0,122,6,128,0,0,128,0
dr72kt,0,0,7,5,0,0,59,34,1,0,0,2,1,2,82,29,108,3,0,111,0
dr72ku,0,0,0,0,19,1,36,19,0,4,0,0,0,10,72,17,89,0,0,89,0
dr72kv,0,0,18,22,30,1,8,6,0,0,0,0,0,22,58,49,89,18,0,107,0
dr72kx,0,0,0,0,0,0,50,0,0,6,0,3,3,0,56,6,59,3,0,62,0
dr72kz,0,0,0,0,2,0,105,0,0,0,0,0,0,0,106,1,107,0,0,107,0
dr72m0,0,0,0,0,7,0,16,24,0,0,0,0,0,0,6,41,47,0,0,47,0
dr72m2,0,0,0,0,9,1,33,42,0,37,0,0,0,0,78,44,122,0,0,122,0
dr72m3,0,0,0,0,21,0,31,57,2,6,0,0,0,0,52,65,117,0,0,117,0
dr72m6,0,0,1,1,15,2,27,47,2,14,4,0,0,0,64,49,112,1,0,113,0
dr72m7,0,2,0,13,17,0,20,27,0,1,0,0,0,0,40,40,73,7,0,80,0
dr72m8,0,0,1,11,19,8,9,42,10,12,1,0,0,0,44,69,77,36,0,113,0
dr72mb,0,0,0,0,11,1,73,36,0,13,0,0,0,0,54,80,134,0,0,133,1
dr72me,0,0,3,12,0,0,15,29,0,16,0,0,0,0,46,29,58,17,0,73,2
dr72mf,4,0,0,0,0,0,80,32,4,22,0,0,0,3,96,49,145,0,0,145,0
dr72mk,0,0,3,15,3,0,23,30,0,0,0,0,0,0,26,48,65,9,2,71,1
dr72ms,0,0,0,0,16,0,39,43,0,43,0,0,0,0,116,25,139,2,0,141,0
dr72mt,0,0,0,0,12,0,42,22,0,34,0,0,0,0,86,24,110,0,0,110,0
dr72mu,0,0,0,1,0,0,38,14,1,10,0,0,0,0,34,30,64,0,0,64,0
dr72mv,0,0,1,4,0,0,9,17,2,4,0,0,0,0,22,15,33,4,0,37,0
dr72mw,0,0,0,1,18,1,13,7,0,4,0,0,0,8,30,22,50,2,0,52,0
dr72mx,0,0,2,3,15,1,6,10,0,0,0,0,0,5,22,20,40,2,0,42,0
dr72my,0,0,0,0,43,2,21,4,0,17,0,0,0,0,66,21,87,0,0,87,0
dr72mz,0,1,0,0,38,0,11,8,0,50,0,0,0,0,98,10,108,0,0,108,0
dr72nj,0,2,0,0,0,0,72,22,0,12,0,0,0,0,82,26,108,0,0,108,0
dr72nn,0,0,0,0,0,0,61,39,1,0,0,0,0,0,66,35,101,0,0,101,0
dr72np,0,0,0,0,0,0,75,60,0,0,0,0,0,0,82,53,134,1,0,135,0
dr72nr,0,0,0,0,0,0,51,28,0,8,0,0,0,0,52,35,87,0,0,87,0
dr72nw,0,0,0,0,0,0,60,38,2,58,0,0,0,0,88,70,155,3,0,158,0
dr72nx,0,0,0,4,0,3,30,51,0,5,0,0,0,0,48,45,80,13,0,93,0
dr72p2,0,0,0,0,0,0,39,0,0,5,0,0,0,0,28,16,44,0,0,44,0
dr72p8,0,0,0,0,0,0,75,0,0,60,0,0,0,0,84,51,135,0,0,135,0
dr72p9,0,0,0,0,0,0,123,0,0,32,0,0,0,0,124,31,155,0,0,155,0
dr72pb,0,0,0,0,0,0,32,0,0,38,0,0,0,0,68,2,70,0,0,70,0
dr72pq,0,0,0,0,0,0,38,28,3,14,0,0,0,0,78,5,83,0,0,83,0
dr72pr,0,0,0,0,0,0,49,8,0,16,0,0,0,2,66,9,75,0,0,75,0
dr72py,0,0,0,2,0,0,0,0,0,3,0,0,0,0,2,3,5,0,0,5,0
dr72q1,0,0,0,0,0,0,48,8,0,28,0,0,0,0,60,24,81,3,0,84,0
dr72q8,0,0,0,0,3,3,45,28,1,34,0,0,0,0,64,50,109,5,0,114,0
dr72q9,0,0,0,0,1,1,54,12,0,7,1,0,0,0,32,44,76,0,0,76,0
dr72qc,0,0,1,2,3,0,13,33,0,22,0,0,0,0,52,22,69,5,0,74,0
dr72qf,0,0,4,3,10,1,32,39,2,14,0,0,0,18,72,51,112,11,0,123,0
dr72qg,0,0,0,0,0,0,25,0,0,8,0,0,0,0,16,17,31,2,0,33,0
dr72qh,0,0,0,0,9,2,67,50,0,12,0,0,0,0,76,64,140,0,0,140,0
dr72qj,0,0,0,0,0,0,38,28,0,6,0,0,0,0,36,36,72,0,0,72,0
dr72qk,0,0,0,0,18,2,49,53,3,24,0,0,0,0,72,77,145,4,0,149,0
dr72qm,0,0,0,0,14,3,73,6,0,15,0,0,0,0,52,59,109,2,0,111,0
dr72qp,0,0,0,0,0,0,5,6,0,4,0,0,0,0,8,7,15,0,0,15,0
dr72qq,0,0,0,0,36,3,71,14,0,16,0,0,0,0,86,54,140,0,0,140,0
dr72qr,0,0,0,0,6,2,43,26,1,31,0,0,0,0,66,43,109,0,0,109,0
dr72qs,0,0,0,0,0,0,100,2,0,24,0,0,0,0,70,56,126,0,0,126,0
dr72qt,0,0,0,0,1,0,108,18,1,22,0,0,0,0,78,72,150,0,2,148,0
dr72qu,0,0,0,0,0,0,3,6,0,0,0,0,0,0,8,1,9,0,0,9,0
dr72qw,0,0,0,0,35,0,47,10,0,2,0,0,0,0,60,34,91,3,0,94,0
dr72qx,0,0,0,0,6,1,69,24,0,13,0,0,0,0,72,41,113,0,0,113,0
dr72qy,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0
dr72qz,1,0,0,1,19,2,1,6,1,2,0,0,0,0,20,13,31,2,0,33,0
dr72r0,0,0,0,1,0,0,32,10,0,27,0,0,0,0,38,32,70,0,0,70,0
dr72r1,0,0,2,2,1,0,40,67,2,19,0,0,0,0,58,75,129,4,0,133,0
dr72r2,0,0,1,2,0,0,46,24,0,0,0,0,0,0,38,35,69,4,0,73,0
dr72r3,0,0,2,4,0,0,61,51,1,16,0,0,0,0,70,65,135,0,0,135,0
dr72r4,0,0,0,0,3,0,73,28,0,17,3,0,0,0,72,52,113,11,0,124,0
dr72r6,0,0,0,0,0,0,66,14,0,29,7,0,0,0,54,62,116,0,0,116,0
dr72r8,0,0,3,6,0,0,18,42,4,2,0,0,0,2,36,41,64,13,0,77,0
dr72rh,0,0,0,0,0,0,82,27,2,18,0,0,0,6,98,37,135,0,0,135,0
dr72rj,0,0,2,7,15,0,20,14,0,13,0,0,0,0,28,43,70,1,0,71,0
dr72rm,0,0,0,0,2,1,90,10,0,15,0,0,0,0,44,74,118,0,0,118,0
dr72rq,0,0,0,0,0,0,115,8,0,16,0,0,0,0,130,9,139,0,0,139,0
dr72rr,0,0,0,0,6,0,58,31,0,2,0,0,0,0,90,7,97,0,0,97,0
dr72rt,0,0,0,0,3,4,40,12,0,4,0,0,0,0,44,19,63,0,0,63,0
dr72ru,0,0,0,0,0,0,77,20,0,0,0,0,0,2,70,29,99,0,0,99,0
dr72rw,0,0,0,0,0,0,105,8,0,6,0,0,0,0,112,7,119,0,0,119,0
dr72rz,0,0,0,4,12,0,32,40,3,13,1,0,0,5,72,38,110,0,0,110,0
dr72s2,0,0,0,0,12,0,44,0,0,2,0,0,0,0,58,0,58,0,0,58,0
dr72s3,0,0,0,0,8,0,14,0,0,0,0,0,1,14,36,1,37,0,0,37,0
dr72s5,0,0,0,0,0,0,121,0,0,18,0,15,18,0,142,30,168,4,0,172,0
dr72se,0,0,0,0,5,0,30,0,0,0,0,0,0,10,40,5,45,0,0,45,0
dr72sp,0,0,0,0,16,0,54,2,0,8,0,0,0,0,76,4,80,0,0,80,0
dr72sr,0,0,0,0,0,0,44,18,0,10,0,0,0,0,70,2,72,0,0,72,0
dr72ss,0,0,0,0,8,0,44,18,0,2,0,0,0,0,56,16,70,2,0,72,0
dr72sw,0,0,0,0,0,0,61,4,0,12,0,0,0,0,74,3,77,0,0,77,0
dr72sy,0,0,0,0,1,0,18,0,0,0,0,0,0,0,18,1,17,2,0,19,0
dr72t0,0,0,0,0,4,0,46,0,0,0,0,0,0,0,50,0,50,0,0,50,0
dr72tb,0,0,0,0,0,0,14,0,0,12,0,0,0,0,20,6,26,0,0,26,0
dr72tc,0,0,0,1,0,0,17,0,0,8,0,0,0,0,22,4,26,0,0,26,0
dr72tk,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22,0,22,0,0,22,0
dr72u0,0,0,0,0,26,0,100,0,0,0,0,0,0,0,126,0,126,0,0,126,0
dr72u1,0,0,0,0,16,0,110,0,0,20,0,0,0,0,146,0,146,0,0,146,0
dr72u4,0,0,0,0,32,0,136,0,0,8,0,0,0,0,172,4,176,0,0,176,0
dr72u5,0,0,0,0,20,0,85,0,0,4,0,0,0,0,106,3,109,0,0,109,0
dr72u9,0,0,0,0,0,0,44,14,0,0,0,0,0,0,58,0,58,0,0,58,0
dr72uf,0,0,0,0,18,0,25,0,0,38,0,0,0,2,80,3,83,0,0,83,0
dr72uh,0,0,0,0,12,0,134,14,0,20,0,0,0,0,180,0,180,0,0,180,0
dr72uj,0,0,0,0,0,0,100,0,0,44,0,0,0,0,140,4,144,0,0,144,0
dr72uq,0,0,0,0,18,0,101,0,0,0,0,0,0,0,118,1,119,0,0,119,0
dr72uu,0,0,0,0,0,0,72,0,0,8,0,0,0,0,80,0,80,0,0,80,0
dr72uv,0,0,0,0,0,0,47,34,0,8,0,0,0,0,80,9,85,4,0,89,0
dr72uw,0,0,0,0,0,0,88,6,0,0,0,0,0,0,94,0,94,0,0,94,0
dr72w0,0,0,0,0,16,0,13,6,0,18,0,0,0,0,38,15,49,4,0,53,0
dr72w1,0,0,0,0,16,5,47,14,0,0,0,0,0,0,48,34,82,0,0,82,0
dr72w4,0,0,0,2,0,0,88,14,2,16,2,0,0,0,84,40,122,2,0,124,0
dr72w5,0,0,4,4,0,0,96,21,1,35,1,0,0,0,110,52,157,5,0,162,0
dr72w6,0,0,0,0,14,0,67,14,1,4,0,0,0,0,88,12,97,3,0,100,0
dr72w7,0,0,0,6,13,3,34,16,0,21,1,0,0,2,66,30,91,5,0,96,0
dr72w8,0,0,0,0,10,3,51,22,0,38,0,0,0,0,84,40,122,2,0,122,2
dr72w9,0,0,0,0,20,3,38,12,0,39,0,0,0,4,58,58,116,0,0,116,0
dr72wd,0,0,0,0,16,3,28,25,0,4,0,0,0,2,48,30,78,0,0,78,0
dr72wf,0,0,0,0,14,0,32,10,0,0,0,0,0,0,52,4,56,0,0,56,0
dr72wg,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,8,8,0,0,8,0
dr72wn,0,0,0,0,0,0,57,0,0,0,0,0,0,0,48,9,55,2,0,57,0
dr72wp,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,8,0,0,8,0
dr72wu,0,0,1,5,12,1,0,4,0,0,0,0,0,0,12,11,23,0,0,23,0
dr72x0,0,0,0,0,0,0,90,26,0,22,0,0,0,0,118,20,138,0,0,138,0
dr72x2,0,0,0,0,34,0,83,22,0,9,0,0,0,0,142,6,148,0,0,148,0
dr72x4,0,0,0,0,0,0,16,16,0,0,0,0,0,0,10,22,32,0,0,32,0
dr72x7,0,0,0,0,0,0,28,10,0,20,0,0,0,0,34,24,58,0,0,58,0
dr72xb,0,0,2,2,0,0,42,5,4,4,0,0,0,0,46,13,59,0,0,59,0
dr72xc,0,0,0,1,6,0,58,19,4,25,0,0,0,0,74,39,113,0,0,113,0
dr72xf,0,0,0,0,25,0,55,6,0,20,0,0,0,0,96,10,106,0,0,106,0
dr72xh,0,0,0,4,10,0,9,4,0,0,0,0,0,0,16,11,24,3,0,27,0
dr72xj,0,0,0,0,0,0,59,6,0,10,0,0,0,0,34,41,75,0,0,75,0
dr72xk,0,0,0,0,16,2,60,12,0,49,0,0,0,0,102,37,139,0,0,139,0
dr72xm,0,0,0,0,0,0,64,16,0,14,0,0,0,0,82,12,94,0,0,94,0
dr72xr,0,0,0,0,0,0,88,0,0,4,0,0,0,2,90,4,92,2,0,94,0
dr72xt,0,0,0,0,6,0,23,0,0,46,0,0,0,0,70,5,75,0,0,75,0
dr72y7,0,0,0,0,26,0,49,0,0,52,0,0,0,0,80,47,127,0,0,127,0
dr72yg,0,0,3,2,16,0,8,0,0,2,0,4,13,0,26,22,44,4,0,48,0
dr72yk,0,0,0,0,12,0,51,4,0,12,0,0,0,0,68,11,79,0,0,79,0
dr72ys,0,0,0,0,13,0,66,33,1,31,0,0,0,0,116,28,141,3,0,144,0
dr72yy,0,0,0,0,0,0,47,18,0,24,0,0,1,0,84,6,90,0,0,90,0
dr72z0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,4,3,7,0,0,7,0
dr72z1,0,0,0,1,8,0,61,13,0,8,0,0,0,0,60,31,87,4,0,91,0
dr72z6,0,0,0,1,0,0,34,13,5,19,0,0,0,32,60,44,104,0,0,104,0
dr72zd,0,0,1,8,0,0,37,0,0,12,0,0,0,11,52,17,63,6,0,69,0
dr72zu,0,0,1,1,0,0,44,0,0,46,0,3,4,5,86,18,97,7,0,104,0
dr72zv,0,0,0,0,0,0,98,0,0,71,1,1,1,5,118,59,173,4,0,175,2
dr7318,0,0,0,0,0,0,28,13,0,6,0,0,0,0,42,5,47,0,0,47,0
dr731b,0,0,0,0,0,0,27,14,1,3,0,0,0,0,40,5,45,0,0,45,0
dr731c,0,0,0,0,0,0,68,12,0,0,0,0,0,0,80,0,80,0,0,80,0
dr7342,0,0,0,0,0,0,2,0,0,0,0,3,4,12,12,9,17,4,0,21,0
dr7343,0,0,0,0,8,1,10,0,0,0,0,1,1,8,24,5,29,0,0,29,0
dr7346,0,0,0,0,21,5,54,0,0,12,0,7,18,0,80,37,115,2,0,117,0
dr7348,0,0,0,5,7,0,16,0,0,14,6,0,0,16,34,30,64,0,0,64,0
dr7349,0,0,0,17,15,3,28,0,0,4,0,0,0,0,32,35,65,2,0,67,0
dr734d,0,0,0,0,0,0,28,0,0,14,0,0,0,0,42,0,42,0,0,42,0
dr73hf,0,0,0,0,4,0,32,0,0,24,0,0,0,0,60,0,60,0,0,60,0
dr73hg,0,0,0,0,6,0,67,0,0,7,0,0,0,2,78,4,80,2,0,82,0
dr73hm,0,0,0,0,0,0,24,0,0,16,0,0,0,0,38,2,40,0,0,40,0
dr73nc,0,0,0,0,0,0,44,2,0,15,0,0,0,0,60,1,61,0,0,61,0
dr73nf,0,0,0,0,2,1,22,12,0,0,0,0,0,20,50,7,57,0,0,57,0
dr73ng,0,0,0,0,0,0,6,0,0,0,0,0,0,14,20,0,20,0,0,20,0
dr73p3,0,0,0,3,0,0,4,0,0,5,0,0,0,33,32,13,45,0,0,45,0
dr7802,0,0,0,0,2,0,77,2,0,35,0,0,0,0,98,18,116,0,0,116,0
dr7803,0,0,0,2,2,0,53,8,1,41,0,0,0,0,90,17,103,4,0,107,0
dr7809,0,0,0,0,0,0,125,0,0,10,0,0,0,0,128,7,135,0,0,135,0
dr780b,0,0,1,0,0,0,41,8,0,10,1,0,0,0,50,11,59,2,0,61,0
dr780c,0,0,0,4,0,0,16,0,0,10,0,0,0,0,22,8,29,1,0,30,0
dr780p,0,0,0,2,0,0,33,25,0,31,1,0,0,0,62,30,84,8,0,92,0
dr780r,0,0,0,0,0,0,149,8,0,7,0,0,0,0,138,26,164,0,0,164,0
dr780t,0,0,0,0,0,0,26,0,0,18,0,0,0,0,44,0,44,0,0,44,0
dr780w,0,0,0,4,0,0,16,0,0,0,0,0,0,0,16,4,20,0,0,20,0
dr7820,0,0,0,2,0,0,53,16,0,24,0,0,0,0,82,13,93,2,0,95,0
dr7821,0,0,0,1,0,0,83,10,0,37,1,0,0,0,110,22,126,6,0,132,0
dr7825,0,0,0,0,0,0,99,8,0,28,0,0,0,1,120,16,134,2,0,136,0
dr782h,0,0,0,0,0,0,6,5,0,4,0,0,0,0,10,5,14,1,0,15,0
dr782j,0,0,3,13,8,3,1,6,0,0,0,0,0,0,0,34,30,4,0,34,0
dr782p,0,0,0,2,0,0,10,0,0,12,0,0,0,13,30,7,37,0,0,37,0
dr782u,0,0,0,0,0,0,65,14,0,0,0,0,0,0,78,1,79,0,0,79,0
dr782v,0,0,0,0,0,0,28,4,0,0,0,0,0,0,30,2,32,0,0,32,0
dr7842,0,0,0,0,18,0,84,0,0,0,0,0,0,0,98,4,102,0,0,102,0
dr7843,0,0,0,0,8,1,90,0,0,50,0,0,0,0,118,31,145,4,0,149,0
dr784c,0,0,0,0,12,0,46,7,2,0,0,0,0,0,64,3,67,0,0,67,0
dr784f,0,0,0,0,4,0,98,16,0,6,0,0,0,0,116,8,120,4,0,124,0
dr7851,0,0,0,0,0,0,19,6,0,0,0,0,0,0,22,3,25,0,0,25,0
dr786k,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,0,14,0,0,14,0
dr7880,0,0,1,0,0,0,28,10,0,0,0,0,0,0,16,23,39,0,0,39,0
dr788h,0,0,0,0,12,0,11,9,0,18,1,0,0,2,42,11,51,2,0,53,0
dr788j,0,0,0,0,20,0,45,4,0,16,0,0,0,0,74,11,85,0,0,85,0
dr788u,0,0,0,0,0,0,27,12,1,10,1,0,0,0,46,5,51,0,0,51,0
dr789p,0,1,0,0,27,1,20,15,0,27,1,0,0,0,58,34,92,0,0,92,0
dr78c0,0,0,1,7,11,1,49,31,1,7,0,0,0,2,46,64,108,2,0,110,0
dr78c2,0,0,0,0,16,1,28,0,0,3,0,0,0,0,22,26,48,0,0,48,0
